sample_id,source_id,paper_id,site_name,land_use,province,n_hm_obs,n_op_obs,n_hm_elements,n_op_families,hm_elements,op_families,has_hm,has_op,hm_op_paired,is_summary_only,evidence_level,n_source,matrix_flag,readiness,qa_flag
P03345_AS,10.21203/rs.3.rs-1769519/v1,P03345,As,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,duplicate_paper;chem_symbol_as_sample
P03345_PB,10.21203/rs.3.rs-1769519/v1,P03345,Pb,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,duplicate_paper;chem_symbol_as_sample
P03345_s10_4rings,10.21203/rs.3.rs-1769519/v1,P03345,4rings,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P03345_s11_5rings,10.21203/rs.3.rs-1769519/v1,P03345,5rings,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P03345_s12_6rings,10.21203/rs.3.rs-1769519/v1,P03345,6rings,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P03345_s7_TPAH,10.21203/rs.3.rs-1769519/v1,P03345,TPAH,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P03345_s8_2rings,10.21203/rs.3.rs-1769519/v1,P03345,2rings,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P03345_s9_3rings,10.21203/rs.3.rs-1769519/v1,P03345,3rings,other,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P03780_003,10.3389/fenvs.2022.990471,P03780,0.03 (TABLE 5 Toxic equivalent facto),mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_S1,10.3389/fenvs.2022.990471,P03780,S1,mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_S2,10.3389/fenvs.2022.990471,P03780,S2,mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_S3,10.3389/fenvs.2022.990471,P03780,S3,mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_S4,10.3389/fenvs.2022.990471,P03780,S4,mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_S5,10.3389/fenvs.2022.990471,P03780,S5,mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_tr2_49970,10.3389/fenvs.2022.990471,P03780,49.970 (TABLE 5 Toxic equivalent facto),mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03780_tr3_0050,10.3389/fenvs.2022.990471,P03780,0.050 (TABLE 5 Toxic equivalent facto),mining,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr2_rings,10.3389/fenvs.2023.1209137,P03781,rings (TABLE 1 PAHs in soi l of an in),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr3_factorTEF,10.3389/fenvs.2023.1209137,P03781,factor (TEF) (TABLE 1 PAHs in soi l of a,industrial,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr5_mgkg,10.3389/fenvs.2023.1209137,P03781,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr6_mgkg,10.3389/fenvs.2023.1209137,P03781,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr7_deviationmgkg,10.3389/fenvs.2023.1209137,P03781,deviation mg/kg (TABLE 1 PAHs in soi l o,industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr8_Coefficientofva,10.3389/fenvs.2023.1209137,P03781,Coefficient ofvariation % (TABLE 1 PAHs ,industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P03781_tr9_Detectionrate,10.3389/fenvs.2023.1209137,P03781,Detectionrate% (TABLE 1 PAHs in soi l of,industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_37,10.3390/ijerph14010085,P04044,37 (Table 5. Biological toxicity a),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s10_Zhujiang_Estuary_Wetland_,10.3390/ijerph14010085,P04044,Zhujiang Estuary Wetland [35],other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s11_estuary_wetland_in_Elizab,10.3390/ijerph14010085,P04044,estuary wetland in Elizabeth [,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s12_floodplains_wetland_in_Ca,10.3390/ijerph14010085,P04044,floodplains wetland in Canada ,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s13_This_study,10.3390/ijerph14010085,P04044,This study,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s2_Chongming_Wetland_in_Shan,10.3390/ijerph14010085,P04044,Chongming Wetland in Shanghai ,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s3_Jiaozhou_Bay_Wetland__28_,10.3390/ijerph14010085,P04044,Jiaozhou Bay Wetland [28],other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s4_Liaohe_Estuary_Wetland__2,10.3390/ijerph14010085,P04044,Liaohe Estuary Wetland [29],other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s5_south_of_Yellow_River_Del,10.3390/ijerph14010085,P04044,south of Yellow River Delta We,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s6_north_of_Yellow_River_Del,10.3390/ijerph14010085,P04044,north of Yellow River Delta We,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s7_Qinkenpa_Wetland_in_Daqin,10.3390/ijerph14010085,P04044,Qinkenpa Wetland in Daqing [32,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s8_typical_wetland_in_Three-,10.3390/ijerph14010085,P04044,typical wetland in Three-river,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_s9_Lalu_Wetland_in_Tibet__34,10.3390/ijerph14010085,P04044,Lalu Wetland in Tibet [34],other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_tr1_01600,10.3390/ijerph14010085,P04044,0.1600 (Table 5. Biological toxicity a),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_tr2_21000,10.3390/ijerph14010085,P04044,2.1000 (Table 5. Biological toxicity a),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04044_tr3_0004102955,10.3390/ijerph14010085,P04044,0.0041-0.2955 (Table 5. Biological toxic,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04074_001,10.3390/ijerph15040698,P04074,0.01 (Table 1. Polycyclic aromatic h),other,,9,0,9,0,"As_mgkg,Cd_mgkg,Co_mgkg,Cr_mgkg,Cu_mgkg,Mn_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,sediment_not_soil,hm_only_ready,sediment_not_soil
P04074_002,10.3390/ijerph15040698,P04074,0.02 (Table 1. Polycyclic aromatic h),other,,9,0,9,0,"As_mgkg,Cd_mgkg,Co_mgkg,Cr_mgkg,Cu_mgkg,Mn_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,sediment_not_soil,hm_only_ready,sediment_not_soil
P04074_046,10.3390/ijerph15040698,P04074,0.46 (Table 1. Polycyclic aromatic h),other,,9,0,9,0,"As_mgkg,Cd_mgkg,Co_mgkg,Cr_mgkg,Cu_mgkg,Mn_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,sediment_not_soil,hm_only_ready,sediment_not_soil
P04086_tr10_Mean,10.3390/ijerph15081785,P04086,Mean (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr11_Median,10.3390/ijerph15081785,P04086,Median (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr3_Range,10.3390/ijerph15081785,P04086,Range (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr4_Mean,10.3390/ijerph15081785,P04086,Mean (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr5_Median,10.3390/ijerph15081785,P04086,Median (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr6_Range,10.3390/ijerph15081785,P04086,Range (Table 2. Concentrations of ind),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr7_Mean,10.3390/ijerph15081785,P04086,Mean (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr8_Median,10.3390/ijerph15081785,P04086,Median (Table 2. Concentrations of ind),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04086_tr9_Range,10.3390/ijerph15081785,P04086,Range (Table 2. Concentrations of ind),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04125_s1_Not_contaminated,10.3390/ijerph16132302,P04125,Not contaminated,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04125_s2_Weakly_contaminated,10.3390/ijerph16132302,P04125,Weakly contaminated,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04171_MAX,10.3390/ijerph17186735,P04171,Max (Table 4. The Statistical chara),urban_green,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P04171_MIN,10.3390/ijerph17186735,P04171,Min (Table 4. The Statistical chara),urban_green,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P04171_SD,10.3390/ijerph17186735,P04171,SD (Table 4. The Statistical chara),urban_green,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P04171_tr3_Mean,10.3390/ijerph17186735,P04171,Mean (Table 4. The Statistical chara),urban_green,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04171_tr7_Mean,10.3390/ijerph17186735,P04171,Mean (Table 4. The Statistical chara),urban_green,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_MAX,10.3390/ijerph191610265,P04229,Max (Table 3. The concentrations of),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P04229_MIN,10.3390/ijerph191610265,P04229,Min (Table 3. The concentrations of),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P04229_tr1_0001,10.3390/ijerph191610265,P04229,0.001 (Table 6. Toxic equivalence con),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_tr1_Rings,10.3390/ijerph191610265,P04229,Rings (Table 3. The concentrations of),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_tr2_0007,10.3390/ijerph191610265,P04229,0.007 (Table 6. Toxic equivalence con),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_tr3_0044,10.3390/ijerph191610265,P04229,0.044 (Table 6. Toxic equivalence con),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_tr4_0016,10.3390/ijerph191610265,P04229,0.016 (Table 6. Toxic equivalence con),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_tr4_Mean,10.3390/ijerph191610265,P04229,Mean (Table 3. The concentrations of),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04229_tr7_Mean,10.3390/ijerph191610265,P04229,Mean (Table 3. The concentrations of),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A1,10.3390/ijerph191912860,P04243,A1,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A10,10.3390/ijerph191912860,P04243,A10,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A11,10.3390/ijerph191912860,P04243,A11,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A12,10.3390/ijerph191912860,P04243,A12,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A13,10.3390/ijerph191912860,P04243,A13,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A14,10.3390/ijerph191912860,P04243,A14,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A15,10.3390/ijerph191912860,P04243,A15,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A16,10.3390/ijerph191912860,P04243,A16,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A17,10.3390/ijerph191912860,P04243,A17,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A2,10.3390/ijerph191912860,P04243,A2,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A3,10.3390/ijerph191912860,P04243,A3,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A4,10.3390/ijerph191912860,P04243,A4,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A5,10.3390/ijerph191912860,P04243,A5,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A6,10.3390/ijerph191912860,P04243,A6,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A7,10.3390/ijerph191912860,P04243,A7,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A8,10.3390/ijerph191912860,P04243,A8,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_A9,10.3390/ijerph191912860,P04243,A9,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04243_BKG,10.3390/ijerph191912860,P04243,BKG,other,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04256_02,10.3390/ijerph192316233,P04256,0.2 (Table 1. The concentration (ng),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04256_100,10.3390/ijerph192316233,P04256,100 (Table 1. The concentration (ng),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04256_2,10.3390/ijerph192316233,P04256,2 (Table 1. The concentration (ng),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04256_516,10.3390/ijerph192316233,P04256,51.6 (Table 1. The concentration (ng),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04256_708,10.3390/ijerph192316233,P04256,7.08 (Table 1. The concentration (ng),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04256_tr5_1034,10.3390/ijerph192316233,P04256,103.4 (Table 1. The concentration (ng),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04324_s3_Chinese_topsoil__30_,10.3390/land13111798,P04324,Chinese topsoil [30],agricultural,,5,0,5,0,"Cd_mgkg,Cr_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P04324_s4_Spanish_soils__31_,10.3390/land13111798,P04324,Spanish soils [31],agricultural,,5,0,5,0,"Cd_mgkg,Cr_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P04324_s5_Usangu_basin_soils__32_,10.3390/land13111798,P04324,Usangu basin soils [32],agricultural,,5,0,5,0,"Cd_mgkg,Cr_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P04607_tr3_LOQNGG,10.3390/su18031502,P04607,LOQ (NG/G) (Table 1. Limits of detection,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04645_tr2_Median,10.3390/toxics11080695,P04645,Median (Table 1. Statistical descripti),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04645_tr3_Mean,10.3390/toxics11080695,P04645,Mean (Table 1. Statistical descripti),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04645_tr5_Median,10.3390/toxics11080695,P04645,Median (Table 1. Statistical descripti),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04645_tr6_Mean,10.3390/toxics11080695,P04645,Mean (Table 1. Statistical descripti),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04645_tr8_Median,10.3390/toxics11080695,P04645,Median (Table 1. Statistical descripti),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04645_tr9_Mean,10.3390/toxics11080695,P04645,Mean (Table 1. Statistical descripti),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04669_s2_wall_1,10.3390/toxics13010011,P04669,wall 1,industrial,,1,1,1,1,Pb_mgkg,PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P04669_s3_wall_2,10.3390/toxics13010011,P04669,wall 2,industrial,,1,1,1,1,Pb_mgkg,PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P04669_s4_wall_3,10.3390/toxics13010011,P04669,wall 3,industrial,,1,1,1,1,Pb_mgkg,PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P04669_s5_wall_4,10.3390/toxics13010011,P04669,wall 4,industrial,,1,1,1,1,Pb_mgkg,PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P04714_s3_Jianghan_Plain,10.3390/w15234147,P04714,Jianghan Plain,agricultural,,0,2,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P04805_TEF,10.4209/aaqr.2016.02.0085,P04805,TEF (Table 2. Summary of PAHs conte),industrial,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04805_tr2_Rings,10.4209/aaqr.2016.02.0085,P04805,Rings (Table 2. Summary of PAHs conte),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04805_tr4_Minimum,10.4209/aaqr.2016.02.0085,P04805,Minimum (Table 2. Summary of PAHs conte),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04805_tr5_Maximum,10.4209/aaqr.2016.02.0085,P04805,Maximum (Table 2. Summary of PAHs conte),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04805_tr6_Mean,10.4209/aaqr.2016.02.0085,P04805,Mean (Table 2. Summary of PAHs conte),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04805_tr7_pmmathrmSDa,10.4209/aaqr.2016.02.0085,P04805,$\pm \mathrm { \ S D ^ { a } }$ (Table 2,industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04805_tr8_Median,10.4209/aaqr.2016.02.0085,P04805,Median (Table 2. Summary of PAHs conte),industrial,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P04902_s10_2016,10.5194/acp-21-6365-2021,P04902,2016,other,,1,1,1,1,Co_mgkg,OCPs,True,True,True,False,A_sample_table,1,soil,not_training_ready_offtopic,offtopic_atmospheric
P04902_s11_2017,10.5194/acp-21-6365-2021,P04902,2017,other,,1,1,1,1,Co_mgkg,OCPs,True,True,True,False,A_sample_table,1,soil,not_training_ready_offtopic,offtopic_atmospheric
P04902_s2_2016,10.5194/acp-21-6365-2021,P04902,2016,other,,1,1,1,1,Co_mgkg,OCPs,True,True,True,False,A_sample_table,1,soil,not_training_ready_offtopic,offtopic_atmospheric
P04902_s3_2017,10.5194/acp-21-6365-2021,P04902,2017,other,,1,1,1,1,Co_mgkg,OCPs,True,True,True,False,A_sample_table,1,soil,not_training_ready_offtopic,offtopic_atmospheric
P04902_s7_2015,10.5194/acp-21-6365-2021,P04902,2015,other,,0,1,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,not_training_ready_offtopic,offtopic_atmospheric
P04904_79,10.5194/bg-7-3961-2010,P04904,7.9,other,,3,1,3,1,"Cr_mgkg,Cu_mgkg,Ni_mgkg",TPH,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P05264_762,10.1080/10807039.2010.512238,P05264,"76.2 (Table 1. Concentrations (ng/g,)",industrial,,0,3,0,2,,"OCPs,PAHs",False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05264_tr1_000275,10.1080/10807039.2010.512238,P05264,0.00 2.75 (Table 1. Concentrations (ng/g,industrial,,0,3,0,2,,"OCPs,PAHs",False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05264_tr2_2794,10.1080/10807039.2010.512238,P05264,"27.94 (Table 1. Concentrations (ng/g,)",industrial,,0,3,0,2,,"OCPs,PAHs",False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_208,10.1080/10807039.2015.1104627,P05268,20.8 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_357,10.1080/10807039.2015.1104627,P05268,35.7 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_378,10.1080/10807039.2015.1104627,P05268,37.8 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_38,10.1080/10807039.2015.1104627,P05268,38 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_43,10.1080/10807039.2015.1104627,P05268,4.3 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_479,10.1080/10807039.2015.1104627,P05268,47.9 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_597,10.1080/10807039.2015.1104627,P05268,59.7 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_632,10.1080/10807039.2015.1104627,P05268,63.2 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_704,10.1080/10807039.2015.1104627,P05268,70.4 (Table 2 Average PAH concentrat),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_973,10.1080/10807039.2015.1104627,P05268,97.3 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr1_2431,10.1080/10807039.2015.1104627,P05268,243.1 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr1_44909,10.1080/10807039.2015.1104627,P05268,449.09 (Table 3 Values of PCF of PAHs ),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr2_3225,10.1080/10807039.2015.1104627,P05268,322.5 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr3_6091,10.1080/10807039.2015.1104627,P05268,609.1 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr4_3011,10.1080/10807039.2015.1104627,P05268,301.1 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr5_6738,10.1080/10807039.2015.1104627,P05268,673.8 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr6_4147,10.1080/10807039.2015.1104627,P05268,414.7 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr7_5793,10.1080/10807039.2015.1104627,P05268,579.3 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05268_tr8_4491,10.1080/10807039.2015.1104627,P05268,449.1 (Table 1 Average PAH concentrat),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05276_15,10.1080/10807039.2017.1377595,P05276,15 (Table 3 Ba $\mathrm { P _ { e ),agricultural,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P05276_tr2_0001,10.1080/10807039.2017.1377595,P05276,0.001 (Table 3 Ba $\mathrm { P _ { e ),agricultural,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
