sample_id,x_measured_BaP_ngg,x_measured_SumDDTs_ngg,x_measured_SumHCHs_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,source_id,paper_id,site_name,land_use,province,n_hm_obs,n_op_obs,hm_elements,op_families,matrix_flag,evidence_level,readiness,qa_flag,site_type
P06123_tr6_Median,,,,,28.03,,10.1016/j.scitotenv.2008.03.010,P06123,Median (7.04</td><td>42.42</td><td>11.),e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr7_Range,,,,,86.63499999999999,,10.1016/j.scitotenv.2008.03.010,P06123,Range (les even though this congener ),e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr7_RangeLOD,,,,,31.515,,10.1016/j.scitotenv.2008.03.010,P06123,"Range >LOD,% (7.04</td><td>42.42</td><td",e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr8_Cablecoating,,,,,256256.2,,10.1016/j.scitotenv.2008.03.010,P06123,Cable coating (7.04</td><td>42.42</td><t,e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr9_Stuffingpowder,,,,,79.09,,10.1016/j.scitotenv.2008.03.010,P06123,Stuffing powder (7.04</td><td>42.42</td>,e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06150_GKG,,,,,,128.75,10.1016/j.ecoenv.2012.07.014,P06150,μg/kg (Table 1),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P06150_tr2_Aromaticring,,,,,,28.0,10.1016/j.ecoenv.2012.07.014,P06150,Aromatic ring (Table 1),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P06729_419,,,,,,450.0,10.1016/j.scitotenv.2012.08.042,P06729,41.9 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_443,,,,,,27.6264,10.1016/j.scitotenv.2012.08.042,P06729,44.3 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_511,,,,,,451.0,10.1016/j.scitotenv.2012.08.042,P06729,51.1 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_647,,,,,,727.0,10.1016/j.scitotenv.2012.08.042,P06729,64.7 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_742,,,,,,945.0,10.1016/j.scitotenv.2012.08.042,P06729,74.2 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_758,,,,,,611.0,10.1016/j.scitotenv.2012.08.042,P06729,75.8 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_785,,,,,,577.0,10.1016/j.scitotenv.2012.08.042,P06729,78.5 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_865,,,,,,957.0,10.1016/j.scitotenv.2012.08.042,P06729,86.5 (ls were the principal reason f),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr10_Range,,,,,,408.7,10.1016/j.scitotenv.2012.08.042,P06729,Range (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr1_Mean,,,,,,1160.0,10.1016/j.scitotenv.2012.08.042,P06729,Mean (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr2_Range,,,,,,1032.0,10.1016/j.scitotenv.2012.08.042,P06729,Range (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr3_Mean,,,,,,341.0,10.1016/j.scitotenv.2012.08.042,P06729,Mean (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr4_Range,,,,,,364.7,10.1016/j.scitotenv.2012.08.042,P06729,Range (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr5_Mean,,,,,,81.9,10.1016/j.scitotenv.2012.08.042,P06729,Mean (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr6_Range,,,,,,76.6,10.1016/j.scitotenv.2012.08.042,P06729,Range (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr7_Mean,,,,,,53.8,10.1016/j.scitotenv.2012.08.042,P06729,Mean (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr8_Range,,,,,,56.4,10.1016/j.scitotenv.2012.08.042,P06729,Range (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06729_tr9_Mean,,,,,,268.0,10.1016/j.scitotenv.2012.08.042,P06729,Mean (Table 1),e_waste,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P06949_BMI,,,,0.094,,,10.1371/journal.pone.0113699,P06949,BMI,other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_s4_The_frequency_of_taking_c,,,,0.104,,,10.1371/journal.pone.0113699,P06949,The frequency of taking calciu,other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_s5_The_frequency_of_passive_,,,,0.134,,,10.1371/journal.pone.0113699,P06949,The frequency of passive smoki,other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_s6_House_close_to_e-waste,,,,0.133,,,10.1371/journal.pone.0113699,P06949,House close to e-waste,other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_s8_Residence_of_the_child,,,,0.135,,,10.1371/journal.pone.0113699,P06949,Residence of the child,other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr10_90th,,,,396.06,,,10.1371/journal.pone.0113699,P06949,"90th (Table 2. PBDEs (ng/g lipids), )",other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr4_0749,,,,0.036,,,10.1371/journal.pone.0113699,P06949,0.749 (Table 1. Study Subjects Charac),other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr6_10th,,,,30.74,,,10.1371/journal.pone.0113699,P06949,"10th (Table 2. PBDEs (ng/g lipids), )",other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr6_6355,,,,6.4,,,10.1371/journal.pone.0113699,P06949,6.355 (Table 6. Multiple stepwise reg),other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr7_25th,,,,135.68,,,10.1371/journal.pone.0113699,P06949,"25th (Table 2. PBDEs (ng/g lipids), )",other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr8_50th,,,,208.08,,,10.1371/journal.pone.0113699,P06949,"50th (Table 2. PBDEs (ng/g lipids), )",other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P06949_tr9_75th,,,,301.57,,,10.1371/journal.pone.0113699,P06949,"75th (Table 2. PBDEs (ng/g lipids), )",other,广东,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P07320_tr3_Range,,,,,,1279.95,10.1016/j.envint.2018.08.046,P07320,Range (the average value of 0.57. Fur),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P07320_tr4_Mean,20.4,,,,,748.3,10.1016/j.envint.2018.08.046,P07320,Mean (the average value of 0.57. Fur),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P07320_tr5_Median,15.9,,,,,583.0,10.1016/j.envint.2018.08.046,P07320,Median (the average value of 0.57. Fur),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P07320_tr7_Range,77.1,,,,,900.25,10.1016/j.envint.2018.08.046,P07320,Range (the average value of 0.57. Fur),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P07320_tr8_Mean,48.3,,,,,614.8,10.1016/j.envint.2018.08.046,P07320,Mean (the average value of 0.57. Fur),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P07320_tr9_Median,31.4,,,,,501.4,10.1016/j.envint.2018.08.046,P07320,Median (the average value of 0.57. Fur),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,e_waste
P07445_tr2_Range,,,,,14.21,,10.15244/pjoes-62904,P07445,Range (Table 1. Concentrations of hea),other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P07445_tr4_Range,,,,,1.37,,10.15244/pjoes-62904,P07445,Range (Table 1. Concentrations of hea),other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P07474_s10___mathtt___H________matht,,,,,,6.4,10.1016/j.envmic.2016.03.005,P07474,$\mathtt { H } ^ { \mathtt { D,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s11___mathrm_____I__________m,,,,,,7.3,10.1016/j.envmic.2016.03.005,P07474,$\mathrm { ~ I ~ } ^ { \mathrm,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s12__J______textnormal___D___,,,,,,7.3,10.1016/j.envmic.2016.03.005,P07474,$J ^ { \textnormal { D } }$,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s13_____tt_K________tt_D___,,,,,,7.3,10.1016/j.envmic.2016.03.005,P07474,${ \tt K } ^ { \tt D }$,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s14___mathrm_____L__________m,,,,,,7.3,10.1016/j.envmic.2016.03.005,P07474,$\mathrm { ~ L ~ } ^ { \mathrm,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s15_____tt_M__________tt_M___,,,,,,7.3,10.1016/j.envmic.2016.03.005,P07474,${ \tt M } ^ { { \tt M } }$,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s16___Nu______mathrm_____D___,,,,,,7.5,10.1016/j.envmic.2016.03.005,P07474,$\Nu ^ { \mathrm { ~ D ~ } }$,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s17__0______mathrm_____D_____,,,,,,7.4,10.1016/j.envmic.2016.03.005,P07474,$0 ^ { \mathrm { ~ D ~ } }$,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s4___mathsf___A________mathr,,,,,,7.5,10.1016/j.envmic.2016.03.005,P07474,$\mathsf { A } ^ { \mathrm { ~,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s5___texttt___B________mathr,,,,,,6.5,10.1016/j.envmic.2016.03.005,P07474,$\texttt { B } ^ { \mathrm { U,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s6___mathsf___C________mathr,,,,,,6.8,10.1016/j.envmic.2016.03.005,P07474,$\mathsf { C } ^ { \mathrm { ~,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s8___mathbb___E________mathr,,,,,,7.7,10.1016/j.envmic.2016.03.005,P07474,$\mathbb { E } ^ { \mathrm { ~,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07474_s9__G______textrm___M_____,,,,,,7.6,10.1016/j.envmic.2016.03.005,P07474,$G ^ { \textrm { M } }$,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P07639_BS,,,,1737.3,,,10.1016/j.apr.2017.09.002,P07639,BS (The total concentrations of PB),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P07639_NBS,,,,1221.9,,,10.1016/j.apr.2017.09.002,P07639,NBS (The total concentrations of PB),e_waste,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,e_waste
P07663_tr1_Dissolved,,,,0.4005,,,10.1016/j.scitotenv.2017.10.109,P07663,Dissolved (Table 1),other,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P07663_tr2_Particulate,,,,5.763,,,10.1016/j.scitotenv.2017.10.109,P07663,Particulate (Table 1),other,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P07663_tr3_Medianofsuma,,,,0.41,,,10.1016/j.scitotenv.2017.10.109,P07663,Median of suma (Table 1),other,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P07663_tr4_Range,,,,5.065,,,10.1016/j.scitotenv.2017.10.109,P07663,Range (Table 1),other,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P07663_tr5_Median,,,,3.66,,,10.1016/j.scitotenv.2017.10.109,P07663,Median (Table 1),other,,0,1,,PBDEs,soil,A_sample_table,op_only_ready,,other
P08111_tr12_MedianMaxMinMea,87.0,,,,,2353457.0,10.1007/s11368-020-02838-2,P08111,Median Max Min Mean (Table 1 Detection o,urban_green,上海,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P08111_tr18_Median,,,,,,24.0,10.1007/s11368-020-02838-2,P08111,Median (Table 1 Detection of 15 PAHs i),urban_green,上海,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P08111_tr3_MinMeanSEMSD,159.0,,,,,3299.0,10.1007/s11368-020-02838-2,P08111,Min Mean SEM SD (Table 1 Detection of 15,urban_green,上海,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P08111_tr6_MedianMax,86.0,,,,,3580551.0,10.1007/s11368-020-02838-2,P08111,Median Max (Table 1 Detection of 15 PAHs,urban_green,上海,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P09059_2,,,,,18500.0,,10.1016/j.scitotenv.2020.xxxxx,P09059,2,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09059_3,,,,,44000.0,,10.1016/j.scitotenv.2020.xxxxx,P09059,3,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09083_BS,,,,,,1.83,10.1016/j.ecoenv.2024.116014,P09083,BS,urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P09083_GJ,,,,,,8.27,10.1016/j.ecoenv.2024.116014,P09083,GJ,urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P09083_GS,,,,,,26.78,10.1016/j.ecoenv.2024.116014,P09083,GS,urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P09083_GW,,,,,,0.21,10.1016/j.ecoenv.2024.116014,P09083,GW,urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P09083_YN,,,,,,2.62,10.1016/j.ecoenv.2024.116014,P09083,YN,urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P09817_s10_Nam_Co,,,6.7,,23.2,,P09817,P09817,Nam Co,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s10_Nam_Co_2012.12.06,,7.8,6.4,,5.9,,P09817,P09817,Nam Co 2012.12.06,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s10_Nam_Co_2013.07.18,,5.8,6.6,,0.4,,P09817,P09817,Nam Co 2013.07.18,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s11_Nam_Co,,,,,8.0,,P09817,P09817,Nam Co,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09817_s11_Nam_Co_2012.12.12,,7.2,6.2,,5.8,,P09817,P09817,Nam Co 2012.12.12,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s11_Nam_Co_2013.07.25,,11.9,10.9,,0.8,,P09817,P09817,Nam Co 2013.07.25,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s11_SFS_field_blank_3,,,0.8,,2.59,,P09817,P09817,SFS field blank 3,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s12_Nam_Co,,,10.8,,26.6,,P09817,P09817,Nam Co,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s12_Nam_Co_2013.07.30,,34.5,10.8,,8.8,,P09817,P09817,Nam Co 2013.07.30,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s12_Ngari_2014.06.09,,,,,5.2,,P09817,P09817,Ngari 2014.06.09,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09817_s12_SFS_field_blank_4,,,0.3,,,,P09817,P09817,SFS field blank 4,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s13_Nam_Co,,,7.4,,5.2,,P09817,P09817,Nam Co,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s13_Nam_Co_2013.08.03,,3.7,6.3,,2.5,,P09817,P09817,Nam Co 2013.08.03,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s13_Ngari_2014.06.14,,6.8,,,5.6,,P09817,P09817,Ngari 2014.06.14,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s13_SFS_field_blank_5,,,0.2,,,,P09817,P09817,SFS field blank 5,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s14_Nam_Co,,,8.1,,6.3,,P09817,P09817,Nam Co,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s14_Nam_Co_2012.12.01,,,1.5,,0.1,,P09817,P09817,Nam Co 2012.12.01,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s14_Ngari_2014.06.19,,6.5,5.4,,5.3,,P09817,P09817,Ngari 2014.06.19,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s14_SFS_field_blank_6,,,0.1,,,,P09817,P09817,SFS field blank 6,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s15_Nam_Co_2012.12.16,,,0.7,,0.4,,P09817,P09817,Nam Co 2012.12.16,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s15_Ngari,,,5.1,,6.9,,P09817,P09817,Ngari,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s15_Ngari_2014.06.24,,5.9,5.6,,5.1,,P09817,P09817,Ngari 2014.06.24,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s15_SFS_field_blank_7,,,0.1,,,,P09817,P09817,SFS field blank 7,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s16_Ngari,,,15.5,,67.0,,P09817,P09817,Ngari,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s16_Ngari_2014.06.15,,8.6,7.0,,5.7,,P09817,P09817,Ngari 2014.06.15,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s16_Ngari_2014.10.07,,6.5,6.1,,5.4,,P09817,P09817,Ngari 2014.10.07,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s16_SFS_field_blank_8,,,0.1,,,,P09817,P09817,SFS field blank 8,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s17_Ngari,,,7.4,,34.6,,P09817,P09817,Ngari,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s17_Ngari_2014.07.01,,4.8,10.6,,9.5,,P09817,P09817,Ngari 2014.07.01,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s17_average,,,0.3,,1.5,,P09817,P09817,average,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s18_Ngari,,,15.8,,82.4,,P09817,P09817,Ngari,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s18_Ngari_2014.10.16,,1.4,3.5,,4.2,,P09817,P09817,Ngari 2014.10.16,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s18_Ngari_2014.10.17,,,5.9,,5.7,,P09817,P09817,Ngari 2014.10.17,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s19_Ngari,,,4.7,,55.8,,P09817,P09817,Ngari,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s19_Ngari_2014.10.22,,6.6,,,5.2,,P09817,P09817,Ngari 2014.10.22,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s19_Ngari_2014.10.31,,3.0,3.5,,2.4,,P09817,P09817,Ngari 2014.10.31,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s19__ng_sample-1_,,,,,28.0,,P09817,P09817,(ng sample-1),other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09817_s1_AAS_field_blank_1,,,0.1,,,,P09817,P09817,AAS field blank 1,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s1_Lulang,,0.061,8.1,,1.4,,P09817,P09817,Lulang,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s20_Ngari,,,,,22.1,,P09817,P09817,Ngari,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P09817_s20_procedural_blank_1,,,0.07,,0.03,,P09817,P09817,procedural blank 1,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s21_procedural_blank_2,,,0.1,,0.02,,P09817,P09817,procedural blank 2,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s22_Ngari,,,20.6,,19.0,,P09817,P09817,Ngari,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s22_procedural_blank_3,,,0.08,,0.02,,P09817,P09817,procedural blank 3,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s23_procedural_blank_4_proced,,,0.08,,0.02,,P09817,P09817,procedural blank 4 procedural ,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s24_procedural_blank_6,,,0.07,,0.02,,P09817,P09817,procedural blank 6,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s26_average,,,0.08,,0.02,,P09817,P09817,average,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s2_AAS_field_blank_2,,,0.1,,,,P09817,P09817,AAS field blank 2,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s2_Lulang,,,5.6,,7.9,,P09817,P09817,Lulang,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s2_Lulang_2013.08.16,,7.4,7.5,,1.1,,P09817,P09817,Lulang 2013.08.16,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s2_Lulang_2013.08.21,,8.1,7.0,,6.1,,P09817,P09817,Lulang 2013.08.21,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s2_Nam_Co,,0.246,0.023,,0.319,,P09817,P09817,Nam Co,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s3_AAS_field_blank_3,,,0.1,,,,P09817,P09817,AAS field blank 3,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s3_Lulang,,,12.8,,27.0,,P09817,P09817,Lulang,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s3_Lulang_2013.08.21,,6.3,3.9,,0.6,,P09817,P09817,Lulang 2013.08.21,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s3_Lulang_2013.08.26,,8.1,6.7,,5.8,,P09817,P09817,Lulang 2013.08.26,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s3_Nam_Co,,,9.3,,,,P09817,P09817,Nam Co,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s3_Ngari,,0.294,0.013,,0.17,,P09817,P09817,Ngari,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s4_AAS_field_blank_4,,,0.1,,,,P09817,P09817,AAS field blank 4,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s4_Lulang,,,5.6,,19.0,,P09817,P09817,Lulang,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s4_Lulang_2013.08.26,,23.9,6.0,,0.7,,P09817,P09817,Lulang 2013.08.26,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s4_Lulang_2015.01.07,,7.9,7.1,,6.4,,P09817,P09817,Lulang 2015.01.07,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s4_Nam_Co,,,1.3,,,,P09817,P09817,Nam Co,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s5_AAS_field_blank_5,,,0.3,,,,P09817,P09817,AAS field blank 5,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s5_Lulang,,,9.5,,4.7,,P09817,P09817,Lulang,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s5_Lulang_2013.08.31,,14.1,4.9,,0.7,,P09817,P09817,Lulang 2013.08.31,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s5_Lulang_2015.01.13,,7.8,7.9,,7.3,,P09817,P09817,Lulang 2015.01.13,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s5_Ngari,,,13.4,,,,P09817,P09817,Ngari,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s6_AAS_field_blank_6,,,0.2,,,,P09817,P09817,AAS field blank 6,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s6_Lulang,,,1.7,,2.0,,P09817,P09817,Lulang,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s6_Lulang_2015.01.07,,1.5,2.1,,1.3,,P09817,P09817,Lulang 2015.01.07,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s6_Lulang_2015.01.18,,7.9,7.5,,6.9,,P09817,P09817,Lulang 2015.01.18,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s6_Ngari,,,3.9,,,,P09817,P09817,Ngari,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s7_Lulang,,,7.9,,2.8,,P09817,P09817,Lulang,other,,0,2,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s7_Lulang_2015.01.13,,0.7,1.5,,0.9,,P09817,P09817,Lulang 2015.01.13,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s7_Lulang_2015.01.23,,7.6,7.3,,6.2,,P09817,P09817,Lulang 2015.01.23,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
P09817_s7_average,,,0.1,,,,P09817,P09817,average,other,,0,1,,OCPs,soil,A_sample_table,op_only_ready,,other
P09817_s8_Lulang_2015.01.18,,1.1,1.8,,1.4,,P09817,P09817,Lulang 2015.01.18,other,,0,3,,"OCPs,PCBs",soil,A_sample_table,op_only_ready,,other
