sample_id,x_measured_Ace_ngg,x_measured_Acy_ngg,x_measured_Ant_ngg,x_measured_As_mgkg,x_measured_BaA_ngg,x_measured_BaP_ngg,x_measured_BbF_ngg,x_measured_Be_mgkg,x_measured_BghiP_ngg,x_measured_BkF_ngg,x_measured_CTC_ngg,x_measured_Cd_mgkg,x_measured_Chr_ngg,x_measured_Co_mgkg,x_measured_Cr_mgkg,x_measured_Cu_mgkg,x_measured_DIF_ngg,x_measured_DahA_ngg,x_measured_ENRO_ngg,x_measured_Flt_ngg,x_measured_Flu_ngg,x_measured_Hg_mgkg,x_measured_Ind_ngg,x_measured_Mn_mgkg,x_measured_Nap_ngg,x_measured_Ni_mgkg,x_measured_OCP_total_ngg,x_measured_OC_pct,x_measured_OTC_ngg,x_measured_Pb_mgkg,x_measured_Phe_ngg,x_measured_Pyr_ngg,x_measured_SDZ_ngg,x_measured_SMP_ngg,x_measured_SMZ_ngg,x_measured_SumDDT_ngg,x_measured_SumHCH_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,x_measured_TC_ngg,x_measured_TotalPHC_mgkg,x_measured_V_mgkg,x_measured_Zn_mgkg,x_measured_pH,source_id,paper_id,matrix,site_type,province,n_hm,n_op,latitude,longitude,audit_flag
P11456_中污染0-20cm,,,,49.533,,62.022,,,,,,92.233,,,67.547,140.373,,,,,,,,,,64.75,,,,345.873,,,,,,,,,,1181.012,,,,,,P11456,P11456,soil,smelting,Liaoning,6,2,,,single_point
P11456_中污染20-40cm,,,,38.295,,75.754,,,,,,73.942,,,75.674,88.9,,,,,,,,,,55.402,,,,222.805,,,,,,,,,,1103.93,,,,,,P11456,P11456,soil,smelting,Liaoning,6,2,,,single_point
P11456_低污染0-20cm,,,,25.288,,67.989,,,,,,34.767,,,65.747,47.957,,,,,,,,,,73.874,,,,135.988,,,,,,,,,,951.135,,,,,,P11456,P11456,soil,smelting,Liaoning,6,2,,,single_point
P11456_低污染20-40cm,,,,11.984,,28.838,,,,,,3.857,,,53.412,24.84,,,,,,,,,,21.798,,,,32.378,,,,,,,,,,411.832,,,,,,P11456,P11456,soil,smelting,Liaoning,6,2,,,single_point
P11456_高污染0-20cm,,,,41.256,,108.314,,,,,,103.265,,,74.306,85.73,,,,,,,,,,83.112,,,,376.912,,,,,,,,,,1193.071,,,,,,P11456,P11456,soil,smelting,Liaoning,6,2,,,single_point
P11456_高污染20-40cm,,,,15.684,,28.488,,,,,,102.84,,,54.111,25.796,,,,,,,,,,66.124,,,,107.591,,,,,,,,,,424.303,,,,,,P11456,P11456,soil,smelting,Liaoning,6,2,,,single_point
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,207.52,209.07,182.24,,,,,,,,,198.39,186.49,,,,,,,184.18,185.54,,,,167.21,,,,,,178.36,192.58,,,,,,,,62.62,,,,,,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,soil,,,1,16,,,single_point
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,16.67,27.78,31.48,,,,,,,,,74.07,83.33,,,,,,,83.33,37.04,,,,59.26,,,,,,94.44,81.48,,,,,,,,,,,,,,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,soil,,,1,15,,,single_point
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,0.11,0.24,0.19,,,,,,,,,1.48,1.37,,,,,,,1.78,0.27,,,,0.38,,,,,,1.67,2.18,,,,,,,,1.78,,,,,,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,soil,,,1,16,,,single_point
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,3.0,3.0,3.0,,,,,,,,,6.0,4.0,,,,,,,4.0,3.0,,,,2.0,,,,,,3.0,4.0,,,,,,,,,,,,,,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,soil,,,1,15,,,single_point
"_dup_ijerph14101198__dup_ijerph14101198_Agriculture_Soils_(AS,_mg/kg)",,,2.296,,,,,,,,,6.083,1.84,,,,,,,1.275,0.207,,,,2.4385,,,,,,0.0885,1.3125,,,,,,,,,,,,,,_dup_ijerph14101198,_dup_ijerph14101198,soil,agricultural,,1,13,,,single_point
_dup_ijerph14101198__dup_ijerph14101198_No._of_Ring,3.0,23.0,3.0,,,,,,,,,6.0,4.0,,,,,,,4.0,3.0,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,_dup_ijerph14101198,_dup_ijerph14101198,soil,agricultural,,1,14,,,single_point
"_dup_ijerph14101198__dup_ijerph14101198_Park_Green_Space_Soils_(PS,_mg/kg)",0.025,0.003,0.701,,,,,,,,,0.927,0.348,,,,,,,0.397,0.077,,,,1.5,,,,,,0.024,0.341,,,,,,,,,,,,,,_dup_ijerph14101198,_dup_ijerph14101198,soil,agricultural,,1,15,,,single_point
"_dup_ijerph14101198__dup_ijerph14101198_Roadside_Soils_(RS,_mg/kg)",0.032,0.006,0.992,,,,,,,,,1.83,0.62,,,,,,,0.546,0.104,,,,1.51,,,,,,0.038,0.502,,,,,,,,,,,,,,_dup_ijerph14101198,_dup_ijerph14101198,soil,agricultural,,1,15,,,single_point
_dup_j.chemosphere.2019.125467__dup_j.chemosphere.2019.125467_Rings,,,3.0,,4.0,5.0,5.0,,6.0,5.0,,6.0,4.0,,,,,5.0,,4.0,3.0,,6.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,_dup_j.chemosphere.2019.125467,_dup_j.chemosphere.2019.125467,soil,agricultural,,1,20,,,single_point
_dup_j.ecoenv.2015.09.005__dup_j.ecoenv.2015.09.005_Cancer_riskAdult,,,,1.15,,,,,,,,0.78,,0.00461,0.132,0.00213,,,,,,0.00179,,0.0967,,0.00385,,,,0.0338,,,,,,0.131,0.00449,,,,,,0.108,0.000834,,_dup_j.ecoenv.2015.09.005,_dup_j.ecoenv.2015.09.005,soil,agricultural,,8,5,,,single_point
_dup_j.ecoenv.2015.09.005__dup_j.ecoenv.2015.09.005_Cancer_riskchild,,,,0.332,,,,,,,,0.113,,0.00235,0.0933,0.00262,,,,,,0.00125,,0.0394,,0.00431,,,,0.0362,,,,,,0.072772,0.00237,,,,,,0.0683,0.00103,,_dup_j.ecoenv.2015.09.005,_dup_j.ecoenv.2015.09.005,soil,agricultural,,8,5,,,single_point
_dup_j.ecoenv.2015.09.005__dup_j.ecoenv.2015.09.005_HlAdult,,,,0.291,,,,,,,,0.197,,0.00238,0.0731,0.0012,,,,,,0.000686,,0.042,,0.00199,,,,0.0177,,,,,,0.0521,0.000295,,,,,,0.0663,0.000485,,_dup_j.ecoenv.2015.09.005,_dup_j.ecoenv.2015.09.005,soil,agricultural,,8,6,,,single_point
_dup_j.ecoenv.2015.09.005__dup_j.ecoenv.2015.09.005_Number,1758.0,,,129.0,,1758.0,1757.0,,1758.0,,,1748.0,,1726.0,1741.0,1761.0,,1758.0,,,,1711.0,,1762.0,,1761.0,,,,1762.0,,,,,,1757.0,1758.0,,565.0,1757.0,,,,,,_dup_j.ecoenv.2015.09.005,_dup_j.ecoenv.2015.09.005,soil,agricultural,,7,17,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_RCFs,0.43,0.71,,,0.55,,0.47,,0.53,0.52,,0.51,0.43,,0.09,0.23,,,,,0.84,,,,,0.69,,,,0.15,,0.55,,,,,,,,,,,,,,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,5,9,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_SCFs,0.11,0.1,,,0.15,,0.29,,0.3,0.18,,0.14,0.13,,0.01,0.07,,,,,0.07,,,,,0.15,,,,0.06,,0.11,,,,,,,,,,,,,,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,5,9,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_T1,28.3,207.0,484.0,,288.0,94.6,232.0,,79.2,304.0,,2.58,128.0,,77.5,41.5,,,,30.1,19.1,,,,546.0,38.5,,,,35.0,165.0,401.0,,,,,,,,,,,,,7.83,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,6,21,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_T2,26.3,352.0,471.0,,204.0,49.2,243.0,,114.0,301.0,,1.24,140.0,,75.5,36.0,,,,35.3,23.5,,,,502.0,35.8,,,,38.4,41.7,259.0,,,,,,,,,,,,,8.28,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,5,20,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_T3,15.1,515.0,229.0,,46.6,,51.8,,,53.5,,1.35,47.0,,76.6,61.8,,,,64.5,19.1,,,,300.0,33.8,,,,97.9,103.0,61.0,,,,,,,,,,,,,8.25,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,5,17,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_T4,19.0,677.0,287.0,,97.3,69.3,70.8,,,74.0,,1.28,35.5,,67.6,25.3,,,,15.9,25.1,,,,414.0,33.0,,,,52.1,111.0,109.0,,,,,,,,,,,,,7.95,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,5,19,,,single_point
_dup_j.jhazmat.2007.07.014__dup_j.jhazmat.2007.07.014_T5,14.6,131.0,196.0,,77.9,70.5,51.5,,74.6,79.5,,0.8,32.8,,64.2,22.8,,,,30.8,18.7,,,,246.0,28.1,,,,29.7,91.6,88.3,,,,,,,,,,,,,8.15,_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014,soil,agricultural,,5,20,,,single_point
_dup_j.scitotenv.2018.02.212__dup_j.scitotenv.2018.02.212_IA,,,,,,,,,,,,,,,5.02e-08,,,,,,,,,,,,,,,,,,,,,,,,,435.06,,,,,,_dup_j.scitotenv.2018.02.212,_dup_j.scitotenv.2018.02.212,soil,agricultural,,1,1,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Africac,,,,,,0.02,,,,,,0.42,,,59.69,88.59,,,,,,,,,,,,,,26.87,,,,,,0.00353,0.0007,,,0.36,,,,247.39,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,4,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_China,,,,,,0.03,,,,,,0.55,,,68.45,33.77,,,,,,,,,,,,,,39.27,,,,,,0.05,0.02,,,0.39,,,,97.01,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,4,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Czechb,,,,,,0.06,,,,,,0.33,,,,35.67,,,,,,,,,,,,,,51.55,,,,,,0.11,0.00354,,,0.88,,,,107.96,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,4,4,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Elimination_ratio,,,,,,0.07,,,,,,3.83,,,58.59,60.42,,,,,,,,,,,,,,104.91,,,,,,0.14,0.04,,,0.7,,,,176.44,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,4,,,single_point
"_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Elimination_result_of_[X/4,_4X]",,,,,,0.04,,,,,,0.86,,,69.81,36.13,,,,,,,,,,,,,,50.91,,,,,,0.06,0.02,,,0.5,,,,121.53,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,4,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Koread,,,,,,0.01,,,,,,0.08,,,,29.36,,,,,,,,,,,,,,35.55,,,,,,,1.0,,,0.21,,,,203.98,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,4,3,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Number,,,,,,263.0,,,,,,910.0,,,739.0,841.0,,,,,,,,,,,,,,1024.0,,,,,,375.0,388.0,,,352.0,,,,705.0,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,4,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Polande,,,,,,0.03,,,,,,1.0,,,1.0,45.1,,,,,,,,,,,,,,37.5,,,,,,,,,,0.575,,,,75.1,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,2,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Raw_data,,,,,,0.275,,,,,,36.405,,,496.19,623.9699999999999,,,,,,,,,,,,,,886.405,,,,,,0.655,0.2,,,3.14,,,,997.91,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,4,,,single_point
_dup_j.scitotenv.2019.05.291__dup_j.scitotenv.2019.05.291_Spaina,,,,,,0.008,,,,,,0.4,,,29.6,25.7,,,,,,,,,,,,,,25.6,,,,,,0.00179,1.0,,,,,,,142.0,,_dup_j.scitotenv.2019.05.291,_dup_j.scitotenv.2019.05.291,soil,agricultural,,5,3,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_CV(%)_Chinese_standards_(Screening_values_Grade_II)a,,,,,135.0,105.0,123.0,,94.2,109117.0,,62.665,113.0,,,60.6,,,,124.0,,148.0,103.0,,,,,,,88.6,,116.0,,,,,,,,,,,,61.6,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,9,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Dutch_standards_(Ecotoxicological_Serious_Risk_Concentrations)b,,,,,2500.0,7000.0,,,,38000.0,,,35000.0,,,96.0,,,,260000.0,,36.0,1900.0,,,,,,,580.0,,,,,,,,,,,,,,350.0,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,4,6,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Kurtosis,,,,,2.51,,3.26,,1.81,2.39,,0.955,2.99,,,2.1,,,,2.65,,5.96,2.54,,,,,,,19.5,,1.97,,,,,,,,,,,,1.6,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,8,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Maximum,,,,,86.3,123.0,15554.8,,126.0,121.0,,0.62,121.0,,,60.5,,,,198.0,,1.74,25.4,,,,,,,576.0,,150.0,,,,,,,,,,,,318.0,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,9,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Median_(this_study),,,,,7.58,15.4,17.7,,29.2,7.8,,0.17,14.8,,,18.8,,,,22.1,,0.1,20.8,,,,,,,95.6,,19.9,,,,,,,,,,,,97.3,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,9,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Minimum,,,,,0.382,0.331,1.03,,0.775,,,0.03,1.57,,,6.54,,,,2.62,,0.009,0.125,,,,,,,21.3,,3.68,,,,,,,,,,,,17.0,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,8,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Skewness,,,,,1.79,,1.85,,1.35,1.61,,1.07,1.78,,,1.5,,,,1.81,,2.43,1.58,,,,,,,3.99,,1.62,,,,,,,,,,,,1.35,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,8,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_Upper_limit_of_anthropogenic_background_range_(Median,,,,,20.9,42.0,46.5,,72.5,20.1,,0.314,36.4,,,31.1,,,,56.0,,0.208,55.4,,,,,,,180.0,,51.0,,,,,,,,,,,,167.0,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,9,,,single_point
_dup_j.scitotenv.2021.146263__dup_j.scitotenv.2021.146263_W,,,,,0.0847,0.0548,0.0701,,0.0401,0.0601,,0.0492,0.068,,,0.0693,,,,0.0765,,0.142,0.0448,,,,,,,0.0643,,0.0665,,,,,,,,0.613,,,,0.0614,,_dup_j.scitotenv.2021.146263,_dup_j.scitotenv.2021.146263,soil,agricultural,,5,10,,,single_point
b1240206_b1240206_Molecular_weight_(g/mole),154.21,152.2,178.23,,,,,,,,,276.34,228.29,,,,,,,202.26,166.22,,,,128.17,,,,,,178.23,202.26,,,,,,,,,,,,,,b1240206,b1240206,soil,agricultural,,1,15,,,single_point
b1240206_b1240206_Solubility_(mg/L),3.8,16.1,0.045,,,,,,,,,0.062,0.0015,,,,,,,0.26,1.9,,,,31.0,,,,,,1.1,0.132,,,,,,,,,,,,,,b1240206,b1240206,soil,agricultural,,1,15,,,single_point
b1240206_b1240206_Structure_(#_of_rings),3.0,3.0,3.0,,,,,,,,,6.0,4.0,,,,,,,4.0,3.0,,,,2.0,,,,,,3.0,4.0,,,,,,,,,,,,,,b1240206,b1240206,soil,agricultural,,1,15,,,single_point
b1240206_b1240206_Vapor_pressure_(mm_Hg),0.00375,0.029,2.55e-05,,,,,,,,,1.4e-10,7.8e-09,,,,,,,8.13e-06,0.00324,,,,0.0889,,,,,,0.00068,4.25e-06,,,,,,,,,,,,,,b1240206,b1240206,soil,agricultural,,1,15,,,single_point
he-et-al-2023-comprehensive-analysis-of-antimicrob_he-et-al-2023-comprehensive-analysis-of-antimicrob_Chicken_feces_origin_(n_=_34),,,,13.875,,,,,,,5.88,5.715,,,126.095,,,,,,,,,,,,,,8.82,125.71,,,,,,,,,,,,,,,,he-et-al-2023-comprehensive-analysis-of-antimicrob,he-et-al-2023-comprehensive-analysis-of-antimicrob,soil,,,4,2,,,single_point
he-et-al-2023-comprehensive-analysis-of-antimicrob_he-et-al-2023-comprehensive-analysis-of-antimicrob_Dairy_feces_origin_(n_=_18),,,,2.94,,,,,,,68.56,8.82,,,5.88,,,,,,,,,,,,,,56.21,5.88,,,,,,,,,,,,,,,,he-et-al-2023-comprehensive-analysis-of-antimicrob,he-et-al-2023-comprehensive-analysis-of-antimicrob,soil,,,4,2,,,single_point
he-et-al-2023-comprehensive-analysis-of-antimicrob_he-et-al-2023-comprehensive-analysis-of-antimicrob_Pig_feces_origin_(n_=_27),,,,5.96,,,,,,,68.56,1.37,,,39.66,,,,,,,,,,,,,,76.44,25.7,,,,,,,,,,,,,,,,he-et-al-2023-comprehensive-analysis-of-antimicrob,he-et-al-2023-comprehensive-analysis-of-antimicrob,soil,,,4,2,,,single_point
he-et-al-2023-comprehensive-analysis-of-antimicrob_he-et-al-2023-comprehensive-analysis-of-antimicrob_Plant_waste_origin_(n_=_15),,,,62.22,,,,,,,3.7,1.4,,,50.92,,,,,,,,,,,,,,11.11,253.13,,,,,,,,,,,,,,,,he-et-al-2023-comprehensive-analysis-of-antimicrob,he-et-al-2023-comprehensive-analysis-of-antimicrob,soil,,,4,2,,,single_point
he-et-al-2023-comprehensive-analysis-of-antimicrob_he-et-al-2023-comprehensive-analysis-of-antimicrob_Total_(n_=_94),,,,12.13,,,,,,,,,,,32.98,,,,,,,,,,,,,,30.58,41.98,,,,,,,,,,,,,,,,he-et-al-2023-comprehensive-analysis-of-antimicrob,he-et-al-2023-comprehensive-analysis-of-antimicrob,soil,,,3,1,,,single_point
j.ecolind.2021.107513_j.ecolind.2021.107513_Rural_area,3.3,2.1,2.8,,3.1,2.1,2.6,,,3.2,,3.2,3.3,,,,,,,2.9,2.0,,,,2.6,,,,,,2.9,3.0,,,,,,,,2.6,,,,,,j.ecolind.2021.107513,j.ecolind.2021.107513,soil,,,1,22,,,single_point
j.scitotenv.2017.08.316_j.scitotenv.2017.08.316_Rings,3.0,3.0,3.0,,,,,,,,,6.0,4.0,,,,,,,4.0,3.0,,,,2.0,,,,,,3.0,4.0,,,,,,,,,,,,,,j.scitotenv.2017.08.316,j.scitotenv.2017.08.316,soil,,,1,15,,,single_point
s00477-022-02299-8_s00477-022-02299-8_Detectable_ratio(%),98.04,92.16,100.0,,,,,,,,,72.55,96.08,,,,,72.55,,98.04,98.04,,,,94.12,,,,,,100.0,92.16,,,,,,,,,,,,,,s00477-022-02299-8,s00477-022-02299-8,soil,,,1,15,,,single_point
s00477-022-02299-8_s00477-022-02299-8_Sum,20.03,10.82,143.74,,,,,,,,,67.41,194.56,,,,,30.51,,298.53,75.51,,,,45.85,,,,,,538.46,177.24,,,,,,,,,,,,,,s00477-022-02299-8,s00477-022-02299-8,soil,,,1,15,,,single_point
s11356-014-3171-6_s11356-014-3171-6_E-waste_processing_centers,,,,,,,,,,,,6.55,,,,39.45,,,,,,,,,,,,,,41.65,,,,,,,,,,186.5,,,,402.5,,s11356-014-3171-6,s11356-014-3171-6,soil,,,4,1,,,single_point
s11356-014-3171-6_s11356-014-3171-6_Industry_complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.0,,,,,,,,,,61.5,,,,1136.0,,s11356-014-3171-6,s11356-014-3171-6,soil,,,2,1,,,single_point
s11356-014-3171-6_s11356-014-3171-6_Lignite-fired_power_plants,,,,,,,,,,,,,,,,27.415000000000003,,,,,,,,,,,,,,29.65,,,,,,,,,,275.0,,,,69.25,,s11356-014-3171-6,s11356-014-3171-6,soil,,,3,1,,,single_point
s11356-014-3171-6_s11356-014-3171-6_Railway_junction,,,,,,,,,,,,,,,,69.5,,,,,,,,,,,,,,280.5,,,,,,,,,,743.5,,,,42.5,,s11356-014-3171-6,s11356-014-3171-6,soil,,,3,1,,,single_point
s11356-014-3648-3_s11356-014-3648-3_95th_percentile,11.5,12.1,12.6,,86.4,,,,,,,115.0,110.0,,,,,23.4,,182.0,22.3,,,,140.0,,,,,,155.0,136.0,,,,,,,,140.0,,,,,,s11356-014-3648-3,s11356-014-3648-3,soil,,,1,23,,,single_point
s11356-014-3648-3_s11356-014-3648-3_Detection_rate_(%),99.0,100.0,100.0,,100.0,,,,,,,100.0,100.0,,,,,98.0,,100.0,100.0,,,,100.0,,,,,,100.0,100.0,,,,,,,,,,,,,,s11356-014-3648-3,s11356-014-3648-3,soil,,,1,17,,,single_point
s11356-014-3648-3_s11356-014-3648-3_Fifth_percentile,0.46,0.6,0.4,,0.49,,,,,,,1.09,1.23,,,,,0.27,,2.55,0.71,,,,5.16,,,,,,3.73,1.59,,,,,,,,5.16,,,,,,s11356-014-3648-3,s11356-014-3648-3,soil,,,1,23,,,single_point
s11356-014-3648-3_s11356-014-3648-3_Geometrical_mean,1.74,,5.57,,5.57,,,,,,,8.97,11.9,,,,,1.95,,18.0,,,,,,,,,,,24.7,12.2,,,,,,,,23.8,,,,,,s11356-014-3648-3,s11356-014-3648-3,soil,,,1,17,,,single_point
s11356-014-3648-3_s11356-014-3648-3_Maximum,59.0,124.0,88.1,,280.0,,,,,,,382.0,562.0,,,,,167.0,,735.0,151.0,,,,506.0,,,,,,1280.0,509.0,,,,,,,,506.0,,,,,,s11356-014-3648-3,s11356-014-3648-3,soil,,,1,23,,,single_point
s11356-021-15781-7_s11356-021-15781-7_detections,,,152.0,,,,,,,,,129.0,,,,,,,,162.0,,,,,,,,,,,,147.0,,,,,,,,,,,,,,s11356-021-15781-7,s11356-021-15781-7,soil,,,1,5,,,single_point
s11356-021-15781-7_s11356-021-15781-7_rate_%,,,54.68,,,,,,,,,46.4,,,,,,,,58.27,,,,,,,,,,,,52.88,,,,,,,,,,,,,,s11356-021-15781-7,s11356-021-15781-7,soil,,,1,5,,,single_point
"s12403-023-00534-3_s12403-023-00534-3_Copiapó,Chile",,,,,,,,,,,,,,,,,,,,,,,,947.0,,,,,,31.0,,,,,,,,,,,,,,114.0,,s12403-023-00534-3,s12403-023-00534-3,soil,,,2,1,,,single_point
"s12403-023-00534-3_s12403-023-00534-3_Gran_Santiago,_Chile",,,,,,,,,,,,,,,,,,,,,,,,1119.0,,,,,,48.0,,,,,,,,,,,,,,179.0,,s12403-023-00534-3,s12403-023-00534-3,soil,,,2,1,,,single_point
"s12403-023-00534-3_s12403-023-00534-3_La_Serna-Coquimbo,_Chile",,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,24.0,,,,,,,,,,,,,,,,s12403-023-00534-3,s12403-023-00534-3,soil,,,1,1,,,single_point
"s12403-023-00534-3_s12403-023-00534-3_Nanjing,_China",,,,12.1,,,,,,,,,,,72.4,19140.1,,,,,,,,,,34.2,,,,66.0,,,,,,,,,,2371.0,,,,105.0,,s12403-023-00534-3,s12403-023-00534-3,soil,,,6,1,,,single_point
"s12403-023-00534-3_s12403-023-00534-3_Xiamen,_China",,,,11.8,,,,,,,,,,,17.6,19.8,,,,,,,,433.0,,7.9,,,,49.5,,,,,,,,,,641.0,,,,92.2,,s12403-023-00534-3,s12403-023-00534-3,soil,,,6,2,,,single_point
s41598-022-15285-5_s41598-022-15285-5_Aromatic_ring,3.0,3.0,3.0,,,,,,,,,6.0,4.0,,,,,,,4.0,3.0,,,,2.0,,,,,,3.0,4.0,,,,,,,,,,,,,,s41598-022-15285-5,s41598-022-15285-5,soil,,,1,12,,,single_point
s41598-022-15285-5_s41598-022-15285-5_Concentration_(ng_g⁻¹),10.29,7.0,44.17,,,,,,,,,8.44,80.66,,,,,,,86.69,8.44,,,,3.0,,,,,,56.7,163.7,,,,,,,,,,,,,,s41598-022-15285-5,s41598-022-15285-5,soil,,,1,12,,,single_point
toxics-14-00049_toxics-14-00049_Background_value__$\left(_\mu_\mathrm_{_g_}_/_\mathrm_{_g_}_\right)$,,,,9.0,,,,1.66,,,,,,14.1,,33.0,,,,,,,,330.0,,108.0,,,,19.7,,,,,,,,,,,,,,,,toxics-14-00049,toxics-14-00049,soil,,,4,3,,,single_point
toxics-14-00049_toxics-14-00049_Eco-SSLs__$\left(_\mu_\mathrm_{_g_}_/_\mathrm_{_g_}_\right)$,,,,60.0,,,,29.0,,,,65.0,,70.0,,18000.0,,,,,,,,2000.0,,900.0,,,,800.0,,,,,,,,,,,,,,,,toxics-14-00049,toxics-14-00049,soil,,,5,3,,,single_point
toxics-14-00049_toxics-14-00049_Enrichment_factor,,,,1.23,,,,1.47,,,,,,1.13,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,toxics-14-00049,toxics-14-00049,soil,,,1,3,,,single_point
toxics-14-00049_toxics-14-00049_Max__$\left(_\mu_\mathrm_{_g_}_/_\mathrm_{_g_}_\right)$,,,,16.8,,,,2.79,,,,,,19.1,,38.0,,,,,,,,801.0,,62.0,,,,29.5,,,,,,,,,,,,,,,,toxics-14-00049,toxics-14-00049,soil,,,4,3,,,single_point
