sample_id,x_measured_,x_measured_Ace_ngg,x_measured_Acy_ngg,x_measured_Ane_ngg,x_measured_Ant_ngg,x_measured_Any_ngg,x_measured_Atrazine_ngg,x_measured_BBP_ngg,x_measured_BaA_ngg,x_measured_BaP_ngg,x_measured_Baa_ngg,x_measured_BbF_ngg,x_measured_Bbf_ngg,x_measured_BghiP_ngg,x_measured_Bgp_ngg,x_measured_BkF_ngg,x_measured_Bkf_ngg,x_measured_CEC_cmolkg,x_measured_CTC,x_measured_CTC_ngg,x_measured_Chlorobenzilate_ngg,x_measured_Chr_ngg,x_measured_Clay_pct,x_measured_Co_mgkg,x_measured_DBP_ngg,x_measured_DEHP_ngg,x_measured_DEP_ngg,x_measured_DMP_ngg,x_measured_DNOP_ngg,x_measured_DahA_ngg,x_measured_DiBP_ngg,x_measured_Dicofol_ngg,x_measured_EC_uScm,x_measured_ENRO,x_measured_ENRO_ngg,x_measured_Endosulfan,x_measured_Endosulfan_ngg,x_measured_Fe_mgkg,x_measured_Fla_ngg,x_measured_Fle_ngg,x_measured_Flt_ngg,x_measured_Flu_ngg,x_measured_HCB_ngg,x_measured_HM_total,x_measured_Heptachlor_ngg,x_measured_IcdP_ngg,x_measured_Ind_ngg,x_measured_Mn_mgkg,x_measured_N/A,x_measured_Nap_ngg,x_measured_OCP_total,x_measured_OC_pct,x_measured_OM_pct,x_measured_OPEs_ngg,x_measured_OP_total,x_measured_OTC,x_measured_OTC_ngg,x_measured_PCB101_ngg,x_measured_PCB138_ngg,x_measured_PCB153_ngg,x_measured_PCB180_ngg,x_measured_PCB28_ngg,x_measured_PCB52_ngg,x_measured_Phe_ngg,x_measured_Pyr_ngg,x_measured_SDZ,x_measured_SDZ_ngg,x_measured_SKIP,x_measured_SMZ,x_measured_SMZ_ngg,x_measured_Sand_pct,x_measured_Silt_pct,x_measured_SumDDT_ngg,x_measured_SumEndosulfan_ngg,x_measured_SumHCH_ngg,x_measured_SumOCP_ngg,x_measured_SumPAE,x_measured_SumPAE_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,x_measured_TotalPHC_mgkg,x_measured_V_mgkg,x_measured_none,"x_measured_o, p′-DDD_ngg","x_measured_o, p′-DDE_ngg","x_measured_o, p′-DDT_ngg","x_measured_p, p′-DDD_ngg","x_measured_p, p′-DDE_ngg","x_measured_p, p′-DDT_ngg",x_measured_pH,x_measured_skip,x_measured_α-HCH_ngg,x_measured_γ-HCH_ngg,x_measured_δ-HCH_ngg,x_measured_正文仅min-max范围无采样点级数值,source_id,paper_id,matrix,site_type,province,n_hm,n_op,latitude,longitude,audit_flag,x_measured_SumPFAS_ngg,data_version
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_0.09_0.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,0.06,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_0.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_0.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,0.1,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_0.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,0.11,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,0.32,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_1.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,0.37,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_1",,0.8,0.73,,2.92,,,,6.21,6.72,,21.06,,9.29,,8.88,,,,,,22.91,,,,,,,,7.37,,,,,,,,,,,,,,,,,11.25,,,0.4,,,,,,,,,,,,,,44.14,14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_10",,0.84,0.7,,1.75,,,,8.55,7.95,,49.7,,11.22,,16.45,,,,,,66.45,,,,,,,,6.3,,,,,,,,,,,,,,,,,12.88,,,0.4,,,,,,,,,,,,,,27.39,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_2",,0.5,0.51,,1.09,,,,2.81,2.92,,14.09,,4.83,,5.31,,,,,,16.38,,,,,,,,4.29,,,,,,,,,,,,,,,,,5.29,,,0.4,,,,,,,,,,,,,,22.98,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_3",,0.98,0.4,,1.11,,,,5.28,4.91,,19.26,,4.1,,7.32,,,,,,30.91,,,,,,,,2.45,,,,,,,,,,,,,,,,,5.41,,,0.4,,,,,,,,,,,,,,64.84,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_4",,0.53,0.4,,0.69,,,,2.59,2.23,,13.23,,2.47,,5.06,,,,,,18.1,,,,,,,,2.01,,,,,,,,,,,,,,,,,3.18,,,0.4,,,,,,,,,,,,,,19.64,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_5",,0.87,0.6,,1.94,,,,11.01,9.34,,21.44,,5.42,,9.36,,,,,,25.01,,,,,,,,5.44,,,,,,,,,,,,,,,,,6.56,,,0.4,,,,,,,,,,,,,,22.36,21.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_6",,0.47,0.43,,0.69,,,,3.26,3.1,,14.74,,3.23,,5.96,,,,,,15.78,,,,,,,,3.13,,,,,,,,,,,,,,,,,4.37,,,0.4,,,,,,,,,,,,,,10.73,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_7",,2.19,1.85,,3.15,,,,14.64,20.42,,43.19,,8.97,,19.89,,,,,,63.63,,,,,,,,3.35,,,,,,,,,,,,,,,,,11.52,,,0.4,,,,,,,,,,,,,,46.87,52.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_8",,0.88,0.69,,1.57,,,,5.92,5.58,,18.14,,3.58,,8.19,,,,,,24.94,,,,,,,,2.5,,,,,,,,,,,,,,,,,3.91,,,0.4,,,,,,,,,,,,,,15.66,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
"72452_Zhang G - 2022 - Contamination, spatial dist_72452_Zhang G - 2022 - Contamination, spatial dist_Site_9",,1.87,0.97,,3.98,,,,22.59,20.96,,117.2,,28.74,,24.39,,,,,,188.62,,,,,,,,14.24,,,,,,,,,,,,,,,,,30.32,,,0.4,,,,,,,,,,,,,,57.58,60.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72452_Zhang G - 2022 - Contamination, spatial dist","72452_Zhang G - 2022 - Contamination, spatial dist",soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Farmlands_of_Henan_Province,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Huanghuai_plain,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Jianghan_Plain,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.12,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Rawalpindi,_Pakistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,4,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Suburb_of_Taihu_plain,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4420.0,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Terai_Belt,_North_India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Three_Gorges_Reservoir,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.84,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_West_Plain,_Florida,_the_USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4055.0,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Western_Tibetan_plateau,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72453_Zeya Wang 等 - 2021 - Vertical distribution a_72453_Zeya Wang 等 - 2021 - Vertical distribution a_Yangtze_River_Delta,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.6,,,,,,,,,,,,,,,,72453_Zeya Wang 等 - 2021 - Vertical distribution a,72453_Zeya Wang 等 - 2021 - Vertical distribution a,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72477_Shuai Hao 等 - 2023 - Spatial distribution an_72477_Shuai Hao 等 - 2023 - Spatial distribution an_Geomean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,0.054,,,,,,,,,,,,,,,,,,,,,,72477_Shuai Hao 等 - 2023 - Spatial distribution an,72477_Shuai Hao 等 - 2023 - Spatial distribution an,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
72477_Shuai Hao 等 - 2023 - Spatial distribution an_72477_Shuai Hao 等 - 2023 - Spatial distribution an_IDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,72477_Shuai Hao 等 - 2023 - Spatial distribution an,72477_Shuai Hao 等 - 2023 - Spatial distribution an,soil,agricultural,,0,3,,,single_point,,v2_trusted_augmented_20260715
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.95,,14.15,,,,,,,,,,,,,,,,,,,,,,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,soil,agricultural,,0,5,,,single_point,,v2_trusted_augmented_20260715
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Nest_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Nest_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Nest_#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,,,,,,,,,,,,,,,,,,,,,,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72486_O. Onoriode Emoyan 等 - 2015 - Comparative co_72486_O. Onoriode Emoyan 等 - 2015 - Comparative co_SAMPLE_STATION,,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72486_O. Onoriode Emoyan 等 - 2015 - Comparative co,72486_O. Onoriode Emoyan 等 - 2015 - Comparative co,soil,industrial,,0,8,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Antimicrobialresistancegenes,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Detection_prevalence_%,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Number_ofResistance_Isolates_(fecal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Number_ofResistance_Isolates_(soil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Number_of_resistance_isolates,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Percentage,_%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72496_Liao C - 2025 - Antimicrobial multidrug resi_72496_Liao C - 2025 - Antimicrobial multidrug resi_col4,,,,,69.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72496_Liao C - 2025 - Antimicrobial multidrug resi,72496_Liao C - 2025 - Antimicrobial multidrug resi,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_Aboveground_part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189.0,,,,,,,,,,,,,,,,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,soil,agricultural,,0,3,,,single_point,,v2_trusted_augmented_20260715
72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_Carrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669.48,,,,,,,,,,,,,,,,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,soil,agricultural,,0,6,,,single_point,,v2_trusted_augmented_20260715
72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_Pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.66,,,,,,,,,,,,,,,,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,soil,agricultural,,0,6,,,single_point,,v2_trusted_augmented_20260715
72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_72525_Anping Zhang 等 - 2022 - Elevated urbanizatio_Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.9,,,,,,,,,,,,,,,,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,72525_Anping Zhang 等 - 2022 - Elevated urbanizatio,soil,agricultural,,0,6,,,single_point,,v2_trusted_augmented_20260715
