sample_id,site_id,source_id,province,pollution_type,split,subset,split_strategy,split_version,split_site_group,split_source_group,split_region_holdout,region
16976,16977,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16977,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16977,16978,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16978,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16978,16979,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16979,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16979,16980,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16980,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16980,16981,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16981,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16981,16982,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16982,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16982,16983,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16983,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16983,16984,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16984,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16984,16985,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16985,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16985,16986,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16986,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16986,16987,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16987,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16987,16988,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16988,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16988,16989,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16989,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16989,16990,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16990,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16990,16991,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16991,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16991,16992,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16992,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16992,16993,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16993,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16993,16994,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16994,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16994,16995,10.1016/j.scitotenv.2019.05.291,辽宁,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16995,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16995,16996,10.1016/j.scitotenv.2019.05.291,辽宁,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16996,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16996,16997,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16997,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16997,16998,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16998,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16998,16999,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,16999,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
16999,17000,10.1016/j.scitotenv.2019.05.291,辽宁,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17000,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17000,17001,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17001,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17001,17002,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17002,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17002,17003,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17003,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17003,17004,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17004,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17004,17005,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17005,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17005,17006,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17006,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17006,17007,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17007,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17007,17008,10.1016/j.scitotenv.2019.05.291,辽宁,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17008,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17008,17009,10.1016/j.scitotenv.2019.05.291,青海,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17009,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17009,17010,10.1016/j.scitotenv.2019.05.291,青海,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17010,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17010,17011,10.1016/j.scitotenv.2019.05.291,青海,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17011,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17011,17012,10.1016/j.scitotenv.2019.05.291,陕西,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17012,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17012,17013,10.1016/j.scitotenv.2019.05.291,陕西,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17013,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17013,17014,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17014,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17014,17015,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17015,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17015,17016,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17016,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17016,17017,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17017,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17017,17018,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17018,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17018,17019,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17019,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17019,17020,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17020,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17020,17021,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17021,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17021,17022,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17022,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17022,17023,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17023,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17023,17024,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17024,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17024,17025,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17025,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17025,17026,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17026,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17026,17027,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17027,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17027,17028,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17028,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17028,17029,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17029,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17029,17030,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17030,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17030,17031,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17031,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17031,17032,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17032,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17032,17033,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17033,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17033,17034,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17034,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17034,17035,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17035,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17035,17036,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17036,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17036,17037,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17037,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17037,17038,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17038,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17038,17039,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17039,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17039,17040,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17040,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17040,17041,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17041,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17041,17042,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17042,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17042,17043,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17043,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17043,17044,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17044,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17044,17045,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17045,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17045,17046,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17046,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17046,17047,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17047,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17047,17048,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17048,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17048,17049,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17049,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17049,17050,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17050,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17050,17051,10.1016/j.scitotenv.2019.05.291,山东,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17051,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17051,17052,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17052,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17052,17053,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17053,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17053,17054,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17054,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17054,17055,10.1016/j.scitotenv.2019.05.291,山东,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17055,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17055,17056,10.1016/j.scitotenv.2019.05.291,上海,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17056,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17056,17057,10.1016/j.scitotenv.2019.05.291,上海,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17057,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17057,17058,10.1016/j.scitotenv.2019.05.291,上海,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17058,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17058,17059,10.1016/j.scitotenv.2019.05.291,上海,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17059,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17059,17060,10.1016/j.scitotenv.2019.05.291,上海,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17060,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17060,17061,10.1016/j.scitotenv.2019.05.291,四川,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17061,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17061,17062,10.1016/j.scitotenv.2019.05.291,四川,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17062,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17062,17063,10.1016/j.scitotenv.2019.05.291,四川,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17063,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17063,17064,10.1016/j.scitotenv.2019.05.291,四川,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17064,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17064,17065,10.1016/j.scitotenv.2019.05.291,天津,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17065,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17065,17066,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17066,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17066,17067,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17067,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17067,17068,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17068,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17068,17069,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17069,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17069,17070,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17070,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17070,17071,10.1016/j.scitotenv.2019.05.291,天津,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17071,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17071,17072,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17072,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17072,17073,10.1016/j.scitotenv.2019.05.291,天津,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17073,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17073,17074,10.1016/j.scitotenv.2019.05.291,西藏,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17074,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17074,17075,10.1016/j.scitotenv.2019.05.291,西藏,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17075,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17075,17076,10.1016/j.scitotenv.2019.05.291,西藏,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17076,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17076,17077,10.1016/j.scitotenv.2019.05.291,西藏,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17077,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17077,17078,10.1016/j.scitotenv.2019.05.291,西藏,PAH+OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17078,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17078,17079,10.1016/j.scitotenv.2019.05.291,西藏,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17079,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17079,17080,10.1016/j.scitotenv.2019.05.291,新疆,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17080,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17080,17081,10.1016/j.scitotenv.2019.05.291,新疆,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17081,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17081,17082,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17082,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17082,17083,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17083,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17083,17084,10.1016/j.scitotenv.2019.05.291,浙江,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17084,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17084,17085,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17085,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17085,17086,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17086,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17086,17087,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17087,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17087,17088,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17088,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17088,17089,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17089,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17089,17090,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17090,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17090,17091,10.1016/j.scitotenv.2019.05.291,浙江,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17091,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17091,17092,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17092,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17092,17093,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17093,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17093,17094,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17094,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17094,17095,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17095,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17095,17096,10.1016/j.scitotenv.2019.05.291,浙江,PAH,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17096,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17096,17097,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17097,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17097,17098,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17098,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17098,17099,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17099,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17099,17100,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17100,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17100,17101,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17101,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17101,17102,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17102,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17102,17103,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17103,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17103,17104,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17104,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17104,17105,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17105,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
17105,17106,10.1016/j.scitotenv.2019.05.291,浙江,OCP,train,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,17106,10.1016/j.scitotenv.2019.05.291,"skipped: province 过多, 本版不强制",
